DP_ID,gas,MARKET_DOMAIN_DESCR,MOD_VOLUME_CONSUMPTION,Sum.of.Sales_CR,ZIPcode,dateNumber
15,4,6,11.5139728772424,0.153545806690975,6,1
15,4,6,8.39366661551552,0.153545806690975,6,2
15,4,6,10.9085395299725,0.153545806690975,6,3
15,4,6,8.95906115007553,0.153545806690975,6,4
15,4,6,8.3137173788894,0.153545806690975,6,5
15,4,6,8.71332031054159,0.153545806690975,6,6
15,4,6,9.5264785551908,0.153545806690975,6,7
15,4,6,9.57242227234479,0.153545806690975,6,8
15,4,6,9.36314452850485,0.153545806690975,6,9
15,4,6,9.91677613788563,0.153545806690975,6,10
15,4,6,10.131133804661,0.153545806690975,6,11
15,4,6,10.9844244065188,0.153545806690975,6,12
15,4,6,10.5102666912129,0.153545806690975,6,13
15,4,6,10.7332661269353,0.153545806690975,6,14
15,4,6,10.3105287416425,0.153545806690975,6,15
15,4,6,10.1412476296767,0.153545806690975,6,16
15,4,6,9.9453454918802,0.153545806690975,6,17
15,4,6,9.49252814059584,0.153545806690975,6,18
15,4,6,9.3158847820244,0.153545806690975,6,19
15,4,6,11.4956720508438,0.153545806690975,6,20
15,4,6,11.5302092579539,0.153545806690975,6,21
15,4,6,11.564746465064,0.153545806690975,6,22
15,4,6,11.5992836721741,0.153545806690975,6,23
15,4,6,11.6338208792841,0.153545806690975,6,24
15,4,6,11.6683580863942,0.153545806690975,6,25
15,4,6,11.7028952935043,0.153545806690975,6,26
15,4,6,11.7374325006144,0.153545806690975,6,27
19,3,2,10.1345330399569,0.391991135543867,26,1
19,3,2,9.09226747598935,0.391991135543867,26,2
19,3,2,11.7975111342518,0.391991135543867,26,3
19,3,2,9.28349174330462,0.391991135543867,26,4
19,3,2,10.3868028868937,0.391991135543867,26,5
19,3,2,10.5516417314341,0.391991135543867,26,6
19,3,2,10.5367133639551,0.391991135543867,26,7
19,3,2,10.4870791166839,0.391991135543867,26,8
19,3,2,10.9056930706807,0.391991135543867,26,9
19,3,2,10.4020283874319,0.391991135543867,26,10
19,3,2,10.3016687542896,0.391991135543867,26,11
19,3,2,10.1643516168813,0.391991135543867,26,12
19,3,2,10.3051429907251,0.391991135543867,26,13
19,3,2,9.88347800615367,0.391991135543867,26,14
19,3,2,10.5866208857183,0.391991135543867,26,15
19,3,2,10.3628664341421,0.391991135543867,26,16
19,3,2,10.533038240377,0.391991135543867,26,17
19,3,2,10.1255460421838,0.391991135543867,26,18
19,3,2,10.4378937317617,0.391991135543867,26,19
19,3,2,12.3846436551232,0.391991135543867,26,20
19,3,2,12.4191808622332,0.391991135543867,26,21
19,3,2,12.4537180693433,0.391991135543867,26,22
19,3,2,12.4882552764534,0.391991135543867,26,23
19,3,2,12.5227924835635,0.391991135543867,26,24
19,3,2,12.5573296906735,0.391991135543867,26,25
19,3,2,12.5918668977836,0.391991135543867,26,26
19,3,2,12.6264041048937,0.391991135543867,26,27
48,3,1,10.8849117900224,0.09435444090235,16,1
48,3,1,12.2518689602203,0.09435444090235,16,2
48,3,1,12.1813868818663,0.09435444090235,16,3
48,3,1,12.1095365036413,0.09435444090235,16,4
48,3,1,12.6606304063392,0.09435444090235,16,5
48,3,1,11.9238337772603,0.09435444090235,16,6
48,3,1,11.0921350326829,0.09435444090235,16,7
48,3,1,11.1266722397929,0.09435444090235,16,8
48,3,1,11.161209446903,0.09435444090235,16,9
48,3,1,11.1957466540131,0.09435444090235,16,10
48,3,1,11.2302838611232,0.09435444090235,16,11
48,3,1,11.2648210682332,0.09435444090235,16,12
48,3,1,11.2993582753433,0.09435444090235,16,13
48,3,1,11.3338954824534,0.09435444090235,16,14
48,3,1,11.3684326895635,0.09435444090235,16,15
48,3,1,11.2449504761655,0.09435444090235,16,16
48,3,1,11.7287119150629,0.09435444090235,16,17
48,3,1,11.4720443108937,0.09435444090235,16,18
48,3,1,11.0635205959051,0.09435444090235,16,19
48,3,1,11.5411187251139,0.09435444090235,16,20
48,3,1,11.5756559322239,0.09435444090235,16,21
48,3,1,11.610193139334,0.09435444090235,16,22
48,3,1,11.6447303464441,0.09435444090235,16,23
48,3,1,11.6792675535542,0.09435444090235,16,24
48,3,1,11.7138047606643,0.09435444090235,16,25
48,3,1,11.7483419677743,0.09435444090235,16,26
48,3,1,11.7828791748844,0.09435444090235,16,27
50,3,7,13.1948884967787,0.0787002518627974,11,1
50,3,7,12.2635800987266,0.0787002518627974,11,2
50,3,7,11.0926907117793,0.0787002518627974,11,3
50,3,7,13.0598463764174,0.0787002518627974,11,4
50,3,7,13.9498539744332,0.0787002518627974,11,5
50,3,7,13.9468647400601,0.0787002518627974,11,6
50,3,7,13.4848848122395,0.0787002518627974,11,7
50,3,7,13.8216226003205,0.0787002518627974,11,8
50,3,7,13.2052185633351,0.0787002518627974,11,9
50,3,7,11.3344511615498,0.0787002518627974,11,10
50,3,7,11.3689883686599,0.0787002518627974,11,11
50,3,7,11.40352557577,0.0787002518627974,11,12
50,3,7,11.43806278288,0.0787002518627974,11,13
50,3,7,11.4725999899901,0.0787002518627974,11,14
50,3,7,11.5071371971002,0.0787002518627974,11,15
50,3,7,11.5416744042103,0.0787002518627974,11,16
50,3,7,11.5762116113204,0.0787002518627974,11,17
50,3,7,11.6107488184304,0.0787002518627974,11,18
50,3,7,11.6452860255405,0.0787002518627974,11,19
50,3,7,11.6798232326506,0.0787002518627974,11,20
50,3,7,11.7143604397607,0.0787002518627974,11,21
50,3,7,11.7488976468708,0.0787002518627974,11,22
50,3,7,11.7834348539808,0.0787002518627974,11,23
50,3,7,11.8179720610909,0.0787002518627974,11,24
50,3,7,11.852509268201,0.0787002518627974,11,25
50,3,7,11.8870464753111,0.0787002518627974,11,26
50,3,7,11.9215836824211,0.0787002518627974,11,27
58,3,3,10.4615110746317,0.0103860715611456,10,1
58,3,3,9.27261154994531,0.0103860715611456,10,2
58,3,3,10.338535166812,0.0103860715611456,10,3
58,3,3,9.97118419935342,0.0103860715611456,10,4
58,3,3,10.497682519782,0.0103860715611456,10,5
58,3,3,10.4674554360642,0.0103860715611456,10,6
58,3,3,10.6622034550351,0.0103860715611456,10,7
58,3,3,10.4930408507445,0.0103860715611456,10,8
58,3,3,10.5319036184802,0.0103860715611456,10,9
58,3,3,10.4915982041156,0.0103860715611456,10,10
58,3,3,10.3974308374957,0.0103860715611456,10,11
58,3,3,10.5372468547283,0.0103860715611456,10,12
58,3,3,10.509902300925,0.0103860715611456,10,13
58,3,3,10.5594431222616,0.0103860715611456,10,14
58,3,3,10.5894331392566,0.0103860715611456,10,15
58,3,3,10.4799648893304,0.0103860715611456,10,16
58,3,3,10.4443506111653,0.0103860715611456,10,17
58,3,3,10.3352220983354,0.0103860715611456,10,18
58,3,3,10.3610692018378,0.0103860715611456,10,19
58,3,3,11.3832922233719,0.0103860715611456,10,20
58,3,3,11.417829430482,0.0103860715611456,10,21
58,3,3,11.4523666375921,0.0103860715611456,10,22
58,3,3,11.4869038447022,0.0103860715611456,10,23
58,3,3,11.5214410518123,0.0103860715611456,10,24
58,3,3,11.5559782589223,0.0103860715611456,10,25
58,3,3,11.5905154660324,0.0103860715611456,10,26
58,3,3,11.6250526731425,0.0103860715611456,10,27
66,1,6,10.6141287159045,0.57527759204622,20,1
66,1,6,11.3497815598629,0.57527759204622,20,2
66,1,6,11.3107673115463,0.57527759204622,20,3
66,1,6,10.9620098068608,0.57527759204622,20,4
66,1,6,11.3711460620344,0.57527759204622,20,5
66,1,6,11.8907660739059,0.57527759204622,20,6
66,1,6,13.1098817311378,0.57527759204622,20,7
66,1,6,13.0064904229558,0.57527759204622,20,8
66,1,6,13.1407065924332,0.57527759204622,20,9
66,1,6,13.1137922675624,0.57527759204622,20,10
66,1,6,13.0181937177293,0.57527759204622,20,11
66,1,6,13.1072208733909,0.57527759204622,20,12
66,1,6,13.060025359037,0.57527759204622,20,13
66,1,6,13.0422301779699,0.57527759204622,20,14
66,1,6,13.0245851721291,0.57527759204622,20,15
66,1,6,12.9082185674444,0.57527759204622,20,16
66,1,6,13.018238295617,0.57527759204622,20,17
66,1,6,12.9706213002301,0.57527759204622,20,18
66,1,6,13.0042477633499,0.57527759204622,20,19
66,1,6,13.9210766261634,0.57527759204622,20,20
66,1,6,13.9556138332734,0.57527759204622,20,21
66,1,6,13.9901510403835,0.57527759204622,20,22
66,1,6,14.0246882474936,0.57527759204622,20,23
66,1,6,14.0592254546037,0.57527759204622,20,24
66,1,6,14.0937626617138,0.57527759204622,20,25
66,1,6,14.1282998688238,0.57527759204622,20,26
66,1,6,14.1628370759339,0.57527759204622,20,27
103,3,7,12.5152210421843,0.0720916723648471,22,1
103,3,7,11.6111694877544,0.0720916723648471,22,2
103,3,7,10.9908647011634,0.0720916723648471,22,3
103,3,7,12.4791947981616,0.0720916723648471,22,4
103,3,7,10.707861551653,0.0720916723648471,22,5
103,3,7,11.0944763224936,0.0720916723648471,22,6
103,3,7,8.98264142809862,0.0720916723648471,22,7
103,3,7,11.1635507367138,0.0720916723648471,22,8
103,3,7,11.1980879438239,0.0720916723648471,22,9
103,3,7,11.232625150934,0.0720916723648471,22,10
103,3,7,11.267162358044,0.0720916723648471,22,11
103,3,7,11.3016995651541,0.0720916723648471,22,12
103,3,7,11.3362367722642,0.0720916723648471,22,13
103,3,7,11.3707739793743,0.0720916723648471,22,14
103,3,7,11.4053111864843,0.0720916723648471,22,15
103,3,7,11.8836227000478,0.0720916723648471,22,16
103,3,7,13.2303264942955,0.0720916723648471,22,17
103,3,7,13.1850073618526,0.0720916723648471,22,18
103,3,7,13.2064526959698,0.0720916723648471,22,19
103,3,7,11.5779972220347,0.0720916723648471,22,20
103,3,7,11.6125344291448,0.0720916723648471,22,21
103,3,7,11.6470716362549,0.0720916723648471,22,22
103,3,7,11.681608843365,0.0720916723648471,22,23
103,3,7,11.716146050475,0.0720916723648471,22,24
103,3,7,11.7506832575851,0.0720916723648471,22,25
103,3,7,11.7852204646952,0.0720916723648471,22,26
103,3,7,11.8197576718053,0.0720916723648471,22,27
133,3,3,10.0565572581784,0.0238804026033658,31,1
133,3,3,9.17702341594289,0.0238804026033658,31,2
133,3,3,7.9045641974718,0.0238804026033658,31,3
133,3,3,11.0251731877183,0.0238804026033658,31,4
133,3,3,11.0188365500058,0.0238804026033658,31,5
133,3,3,11.067822319157,0.0238804026033658,31,6
133,3,3,11.1784886713487,0.0238804026033658,31,7
133,3,3,11.1376712846759,0.0238804026033658,31,8
133,3,3,11.2105195567629,0.0238804026033658,31,9
133,3,3,11.220996062837,0.0238804026033658,31,10
133,3,3,11.0012558846731,0.0238804026033658,31,11
133,3,3,11.02988876211,0.0238804026033658,31,12
133,3,3,10.9717789380726,0.0238804026033658,31,13
133,3,3,11.0851302865259,0.0238804026033658,31,14
133,3,3,11.1187943892655,0.0238804026033658,31,15
133,3,3,11.0010798283346,0.0238804026033658,31,16
133,3,3,10.9702366379256,0.0238804026033658,31,17
133,3,3,11.1763853108027,0.0238804026033658,31,18
133,3,3,11.3004896739237,0.0238804026033658,31,19
133,3,3,11.267265688621,0.0238804026033658,31,20
133,3,3,11.3018028957311,0.0238804026033658,31,21
133,3,3,11.3363401028412,0.0238804026033658,31,22
133,3,3,11.3708773099513,0.0238804026033658,31,23
133,3,3,11.4054145170613,0.0238804026033658,31,24
133,3,3,11.4399517241714,0.0238804026033658,31,25
133,3,3,11.4744889312815,0.0238804026033658,31,26
133,3,3,11.5090261383916,0.0238804026033658,31,27
144,3,6,11.3747834762064,0.214897823846531,6,1
144,3,6,10.7721842815146,0.214897823846531,6,2
144,3,6,11.514005483521,0.214897823846531,6,3
144,3,6,11.4076533196299,0.214897823846531,6,4
144,3,6,12.3803474837301,0.214897823846531,6,5
144,3,6,11.7556890237694,0.214897823846531,6,6
144,3,6,11.6521543119613,0.214897823846531,6,7
144,3,6,11.6866915190714,0.214897823846531,6,8
144,3,6,11.7212287261815,0.214897823846531,6,9
144,3,6,11.7557659332916,0.214897823846531,6,10
144,3,6,11.7903031404017,0.214897823846531,6,11
144,3,6,11.8248403475117,0.214897823846531,6,12
144,3,6,11.8593775546218,0.214897823846531,6,13
144,3,6,11.8939147617319,0.214897823846531,6,14
144,3,6,11.928451968842,0.214897823846531,6,15
144,3,6,11.962989175952,0.214897823846531,6,16
144,3,6,11.9975263830621,0.214897823846531,6,17
144,3,6,12.0320635901722,0.214897823846531,6,18
144,3,6,12.0666007972823,0.214897823846531,6,19
144,3,6,12.1011380043924,0.214897823846531,6,20
144,3,6,12.1356752115024,0.214897823846531,6,21
144,3,6,12.1702124186125,0.214897823846531,6,22
144,3,6,12.2047496257226,0.214897823846531,6,23
144,3,6,12.2392868328327,0.214897823846531,6,24
144,3,6,12.2738240399428,0.214897823846531,6,25
144,3,6,12.3083612470528,0.214897823846531,6,26
144,3,6,12.3428984541629,0.214897823846531,6,27
145,3,7,11.9663682701429,0.436522200983931,15,1
145,3,7,11.2605425156383,0.436522200983931,15,2
145,3,7,12.1368410921718,0.436522200983931,15,3
145,3,7,11.3608825900772,0.436522200983931,15,4
145,3,7,12.205915506392,0.436522200983931,15,5
145,3,7,12.240452713502,0.436522200983931,15,6
145,3,7,9.85558568076815,0.436522200983931,15,7
145,3,7,12.3095271277222,0.436522200983931,15,8
145,3,7,12.3440643348323,0.436522200983931,15,9
145,3,7,12.3786015419424,0.436522200983931,15,10
145,3,7,12.4131387490524,0.436522200983931,15,11
145,3,7,12.4476759561625,0.436522200983931,15,12
145,3,7,12.4822131632726,0.436522200983931,15,13
145,3,7,12.5167503703827,0.436522200983931,15,14
145,3,7,12.5512875774927,0.436522200983931,15,15
145,3,7,12.3653734203937,0.436522200983931,15,16
145,3,7,13.7759871556372,0.436522200983931,15,17
145,3,7,13.7805267185161,0.436522200983931,15,18
145,3,7,13.8628356637453,0.436522200983931,15,19
145,3,7,12.7239736130431,0.436522200983931,15,20
145,3,7,12.7585108201532,0.436522200983931,15,21
145,3,7,12.7930480272633,0.436522200983931,15,22
145,3,7,12.8275852343734,0.436522200983931,15,23
145,3,7,12.8621224414835,0.436522200983931,15,24
145,3,7,12.8966596485935,0.436522200983931,15,25
145,3,7,12.9311968557036,0.436522200983931,15,26
145,3,7,12.9657340628137,0.436522200983931,15,27
148,3,7,12.9348440736977,0.0433299454927156,19,1
148,3,7,11.9744779102241,0.0433299454927156,19,2
148,3,7,11.5934535597475,0.0433299454927156,19,3
148,3,7,12.5774378653987,0.0433299454927156,19,4
148,3,7,12.8686523962547,0.0433299454927156,19,5
148,3,7,12.3449339354832,0.0433299454927156,19,6
148,3,7,12.7087248766398,0.0433299454927156,19,7
148,3,7,13.0480114283214,0.0433299454927156,19,8
148,3,7,13.0831018630347,0.0433299454927156,19,9
148,3,7,13.0787060878562,0.0433299454927156,19,10
148,3,7,12.5845821419376,0.0433299454927156,19,11
148,3,7,12.6468168894203,0.0433299454927156,19,12
148,3,7,12.6885791582119,0.0433299454927156,19,13
148,3,7,13.0484091625678,0.0433299454927156,19,14
148,3,7,13.1429645622391,0.0433299454927156,19,15
148,3,7,12.7967446632399,0.0433299454927156,19,16
148,3,7,12.9155317628619,0.0433299454927156,19,17
148,3,7,12.9691956280759,0.0433299454927156,19,18
148,3,7,13.0062136736599,0.0433299454927156,19,19
148,3,7,11.5140330896843,0.0433299454927156,19,20
148,3,7,11.5485702967944,0.0433299454927156,19,21
148,3,7,11.5831075039044,0.0433299454927156,19,22
148,3,7,11.6176447110145,0.0433299454927156,19,23
148,3,7,11.6521819181246,0.0433299454927156,19,24
148,3,7,11.6867191252347,0.0433299454927156,19,25
148,3,7,11.7212563323448,0.0433299454927156,19,26
148,3,7,11.7557935394548,0.0433299454927156,19,27
178,3,7,11.4319002414861,0.204709398103142,15,1
178,3,7,8.34695309308819,0.204709398103142,15,2
178,3,7,11.4410791117224,0.204709398103142,15,3
178,3,7,9.17776526260061,0.204709398103142,15,4
178,3,7,10.0632401995752,0.204709398103142,15,5
178,3,7,9.93511838188881,0.204709398103142,15,6
178,3,7,9.91920729245418,0.204709398103142,15,7
178,3,7,11.3828215132111,0.204709398103142,15,8
178,3,7,10.8584783253065,0.204709398103142,15,9
178,3,7,10.7553592972482,0.204709398103142,15,10
178,3,7,10.3574503299778,0.204709398103142,15,11
178,3,7,10.468153135624,0.204709398103142,15,12
178,3,7,10.5251126335746,0.204709398103142,15,13
178,3,7,10.7946721893978,0.204709398103142,15,14
178,3,7,10.7238086989458,0.204709398103142,15,15
178,3,7,10.7279434013605,0.204709398103142,15,16
178,3,7,10.5093365377053,0.204709398103142,15,17
178,3,7,10.5546075967987,0.204709398103142,15,18
178,3,7,10.657146822228,0.204709398103142,15,19
178,3,7,12.0282116325938,0.204709398103142,15,20
